"subject","subject_id","paper_code","phase","question_number","display_order","source_question_ref","topic","microtopic","microtopic_slug","question_id","stem_excerpt"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING","1","61","11","CK-2022-Q061","Networking and the Internet","Network topologies","ck-network-topologies-0b6b1ec5","674b0c5c-7e3f-47ff-8660-fe58f27e2970","Q.61) In which of the following topology, each device is connected to every other device on a network through a dedicate"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING","1","62","12","CK-2022-Q062","Hardware, Peripherals and Storage","Ports, connectors and expansion interfaces","ck-ports-connectors-and-expansion-interfaces-2f979e79","7c2d85ae-ee40-45db-b6a3-1b8c440d58d5","Q.62) Which ports connect special types of music instruments to sound cards?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING","1","63","13","CK-2022-Q063","Office Productivity Software","MS Word page setup and formatting","ck-ms-word-page-setup-and-formatting-d552a60e","54ff0ab2-c21c-4d58-879e-130bb4e9b70f","Q.63) Which files are contents readymade styles that can be used for a word document?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING","1","64","14","CK-2022-Q064","Hardware, Peripherals and Storage","Storage media, capacity and compression","ck-storage-media-capacity-and-compression-6859be60","c9b6f437-859b-4f38-bb9a-f6dc502c482e","Q.64) Which of the following techniques can be used to store a large number of files in a small amount of storage space?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING","1","65","15","CK-2022-Q065","Office Productivity Software","MS Word ribbon, tabs and shortcuts","ck-ms-word-ribbon-tabs-and-shortcuts-c27848f8","70a66654-20e0-4661-840c-9a005bca940a","Q.65) Which of the following shortcut key save the open document in MS Word like ‘Ctrl + S’?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING","1","66","16","CK-2022-Q066","Hardware, Peripherals and Storage","Printers, printing metrics and display hardware","ck-printers-printing-metrics-and-display-hardware-67bde690","c7dec9f7-4bf9-4a20-836a-4d9264e5f237","Q.66) Which printer is also called Inkless Printer?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING","1","67","17","CK-2022-Q067","Hardware, Peripherals and Storage","Memory types and the memory hierarchy","ck-memory-types-and-the-memory-hierarchy-dbad8600","9ad84c0e-3108-45ee-8450-264357161582","Q.67) Where are data and programme stored when the processor uses them?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING","1","68","18","CK-2022-Q068","Cyber Security and Digital Literacy","File formats, encoding standards and multimedia","ck-file-formats-encoding-standards-and-multimedia-19b41cd1","5a57dc55-a69b-4e47-b4ff-130b1e9c9bc7","Q.68) ASCII stands for"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING","1","69","19","CK-2022-Q069","Operating Systems and File Management","Operating systems, utilities and system software","ck-operating-systems-utilities-and-system-software-97034c9c","5fe35043-91fc-4f53-a77d-e45857628b76","Q.69) Vendor-created program modifications are called ______."
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING","1","70","20","CK-2022-Q070","Computer Fundamentals and Evolution","Generations of computers and hardware evolution","ck-generations-of-computers-and-hardware-evolution-c0d1c6dd","60afca62-c255-4b75-8ad1-e814a4b68f4b","Q.70) _______________ is used in second generation computer."
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-MORNING","1","51","1","CK-2022-Q051","Office Productivity Software","MS Word page setup and formatting","ck-ms-word-page-setup-and-formatting-d552a60e","4476af38-c549-4b25-8e04-5bc75c7fde4d","Q.51) Margin that is added to the binding side of the page when printing is called?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-MORNING","1","52","2","CK-2022-Q052","Networking and the Internet","Web browsers and browsing privacy","ck-web-browsers-and-browsing-privacy-dc79e064","0ac2b1ff-67df-4052-a0aa-d864cd0c0e4a","Q.52) Which is the first browser to act as a text based browser?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-MORNING","1","53","3","CK-2022-Q053","Office Productivity Software","MS Excel formulas and functions","ck-ms-excel-formulas-and-functions-4bfb4eef","afe63256-5b85-44c0-b3c0-22777bb9318d","Q.53) In Ms excel, one can use the present value to predict / calculate the future value including repayments and intere"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-MORNING","1","54","4","CK-2022-Q054","Office Productivity Software","MS Excel cell references, shortcuts and display behaviour","ck-ms-excel-cell-references-shortcuts-and-display-behaviour-125ece4e","f544c504-c7e5-42a2-86bd-c527b7b6261f","Q.54) In Ms excel, an entire column can be selected using the following command?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-MORNING","1","55","5","CK-2022-Q055","Hardware, Peripherals and Storage","Number systems and binary arithmetic","ck-number-systems-and-binary-arithmetic-9f34a429","4c2f1fff-ed42-4231-a207-af7d42ee538e","Q.55) The 1’s complementary in a binary of 1000 is?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-MORNING","1","56","6","CK-2022-Q056","Office Productivity Software","MS PowerPoint views and slide show controls","ck-ms-powerpoint-views-and-slide-show-controls-be71eae2","dc1b9b80-16a4-4ca3-b5ec-c613eb775f4a","Q.56) In Microsoft PowerPoint presentation, to select one hyperlink after another during a slide presentation, the follo"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-MORNING","1","57","7","CK-2022-Q057","Operating Systems and File Management","Booting, BIOS and system startup","ck-booting-bios-and-system-startup-77819ad1","2329940b-e0bd-4c95-b0f4-07d09ba1f51d","Q.57) What do you mean by warm boot?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-MORNING","1","58","8","CK-2022-Q058","Operating Systems and File Management","File and folder management","ck-file-and-folder-management-da299b46","71479fb3-5bf9-493c-97dc-c6afd635cead","Q.58) In MS word, which symbol can be used in naming the document?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-MORNING","1","59","9","CK-2022-Q059","Office Productivity Software","MS Excel charts and macros","ck-ms-excel-charts-and-macros-81d631a7","caa68494-2c85-4ccf-8edf-6b5583a20647","Q.59) Which one is the most suitable reason to use Macro in MS Office (Word, Excel, PPT, etc.)?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-MORNING","1","60","10","CK-2022-Q060","Office Productivity Software","MS Excel cell references, shortcuts and display behaviour","ck-ms-excel-cell-references-shortcuts-and-display-behaviour-125ece4e","a04d4fb8-dcd5-496c-b7f4-a7e4447e5f3a","Q.60) Which of the symbol appear in MS-Excel that says results are too long to fit in a cell?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-MORNING","1","61","11","CK-2022-Q061","Hardware, Peripherals and Storage","Printers, printing metrics and display hardware","ck-printers-printing-metrics-and-display-hardware-67bde690","d0012e20-9fce-4458-9a1c-98d975e74943","Q.61) What does dpi in printing means?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-MORNING","1","62","12","CK-2022-Q062","Computer Fundamentals and Evolution","Programming languages and their generations","ck-programming-languages-and-their-generations-82dc1184","246b8659-7c0b-40ac-b199-7781e40851d5","Q.62) FORTRAN is a computer programming language that is extensively used in numerical, scientific computing. FORTRAN is"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-MORNING","1","63","13","CK-2022-Q063","Office Productivity Software","MS Excel cell references, shortcuts and display behaviour","ck-ms-excel-cell-references-shortcuts-and-display-behaviour-125ece4e","1243ebe5-0d7d-4ec4-931b-18dc056dd87d","Q.63) The shortcut control + semicolon is used to enter which of the following in Excel?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-MORNING","1","64","14","CK-2022-Q064","Networking and the Internet","Network topologies","ck-network-topologies-0b6b1ec5","fde4c3d8-3f15-4a3f-b65b-d5e78d3fb73f","Q.64) Ethernet generally uses which of the following topologies?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-MORNING","1","65","15","CK-2022-Q065","Hardware, Peripherals and Storage","Memory types and the memory hierarchy","ck-memory-types-and-the-memory-hierarchy-dbad8600","e27671b3-161e-4fcf-8772-3512cff626bc","Q.65) Cache Memory is a very strong memory. It is a type of which of the following memory?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-MORNING","1","66","16","CK-2022-Q066","Cyber Security and Digital Literacy","Malware types and antivirus software","ck-malware-types-and-antivirus-software-05eb4896","59f8f9c0-730a-4d97-a44c-e2942d94b470","Q.66) A virus that fools the user into the downloading and or executing them by pretending to be useful application is c"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-MORNING","1","67","17","CK-2022-Q067","Office Productivity Software","MS Excel cell references, shortcuts and display behaviour","ck-ms-excel-cell-references-shortcuts-and-display-behaviour-125ece4e","7225bd4c-33df-4c82-9bf9-44b2f6259a8b","Q.67)You can copy cell formats from one cell to another by using the"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-MORNING","1","68","18","CK-2022-Q068","Hardware, Peripherals and Storage","Microprocessors, registers and digital logic","ck-microprocessors-registers-and-digital-logic-abc4b913","d217a28a-79b8-48fb-89b3-f31005b13dc3","Q.68) Which one of the following digital circuits is used as the basic component for storing data?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-MORNING","1","69","19","CK-2022-Q069","Office Productivity Software","MS Word ribbon, tabs and shortcuts","ck-ms-word-ribbon-tabs-and-shortcuts-c27848f8","7c123e00-18f2-4462-9bc6-0cf800f66c0f","Q.69) Ctrl+N is used to execute which task in MS-WORD?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2022-MORNING","1","70","20","CK-2022-Q070","Operating Systems and File Management","Operating systems, utilities and system software","ck-operating-systems-utilities-and-system-software-97034c9c","ea603afc-f34e-4c8c-b800-938ee5965df8","Q.70)What is the full form of DOS?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2023","1","1","1","CK-2023-Q001","Cyber Security and Digital Literacy","File formats, encoding standards and multimedia","ck-file-formats-encoding-standards-and-multimedia-19b41cd1","efbe96ea-46f2-4e9a-a2a2-b27427668c3f","Q.1 What is the full form of VFX?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2023","1","2","2","CK-2023-Q002","Operating Systems and File Management","Windows shortcuts and desktop navigation","ck-windows-shortcuts-and-desktop-navigation-030741a2","96449894-5cde-4924-b4e3-347525bda4fe","Q.2 Which of the following shortcut keys is used for the screen lock and password is required to unlock the screen?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2023","1","3","3","CK-2023-Q003","Networking and the Internet","Web browsers and browsing privacy","ck-web-browsers-and-browsing-privacy-dc79e064","6df0d6cb-b68e-49d8-a5e0-53f0d34de7a4","Q.3 The incognito mode does not store which of the following information. 1. Data entered in forms. 2. Your browsing his"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2023","1","4","4","CK-2023-Q004","Computer Fundamentals and Evolution","Pioneers and landmarks in computing history","ck-pioneers-and-landmarks-in-computing-history-7da86b59","48839413-69cc-448e-8ce7-16c8ac788b32","Q.4 Which computer device played a key role during World War 2, helping the Germans during the war?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2023","1","5","5","CK-2023-Q005","Cyber Security and Digital Literacy","File formats, encoding standards and multimedia","ck-file-formats-encoding-standards-and-multimedia-19b41cd1","92a09478-688c-4d44-8f52-e2558d0c2322","Q.5 ASCII stands for _________________________________"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2023","1","6","6","CK-2023-Q006","Operating Systems and File Management","Windows shortcuts and desktop navigation","ck-windows-shortcuts-and-desktop-navigation-030741a2","305aed32-d8a0-4388-8a70-19c52ef607c3","Q.6 What keyboard shortcut is commonly employed to toggle between active applications in Microsoft Windows and other ope"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2023","1","7","7","CK-2023-Q007","Cyber Security and Digital Literacy","Firewalls, phishing and safe computing","ck-firewalls-phishing-and-safe-computing-624a87e3","642e2461-a3ee-47fa-84fc-bcdbf7ab1882","Q.7 Which of the following is a benefit of using parental controls?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2023","1","8","8","CK-2023-Q008","Hardware, Peripherals and Storage","Microprocessors, registers and digital logic","ck-microprocessors-registers-and-digital-logic-abc4b913","c49050cf-ba84-42e9-ade9-e2cb674eb7bf","Q.8 Which of the following companies are involved in the production of microprocessors?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2023","1","9","9","CK-2023-Q009","Operating Systems and File Management","Operating systems, utilities and system software","ck-operating-systems-utilities-and-system-software-97034c9c","4e773b82-deb9-4368-ac22-8dbfde9e7811","Q.9 What is the primary purpose of a Task Manager? (1) Managing tasks in a project or workflow (2) Monitoring the perfor"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2023","1","10","10","CK-2023-Q010","Networking and the Internet","Web browsers and browsing privacy","ck-web-browsers-and-browsing-privacy-dc79e064","e9d2df1f-0935-4220-983d-1f054f9396e2","Q.10 Which statement accurately defines the scenario when we download documents in incognito mode? is closed."
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2023","1","11","11","CK-2023-Q011","Hardware, Peripherals and Storage","Memory types and the memory hierarchy","ck-memory-types-and-the-memory-hierarchy-dbad8600","29dc2488-83b8-4141-a612-d8896ca5ae89","Q.11 What is the accurate sequence for memory speed, ranging from fastest to slowest?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2023","1","12","12","CK-2023-Q012","Networking and the Internet","Email fields and conventions","ck-email-fields-and-conventions-a8a98e6b","71c4132b-cb66-46a1-bab0-78ebcc81d0b9","Q.12 What is the full form of BCC?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2023","1","13","13","CK-2023-Q013","Hardware, Peripherals and Storage","Input devices and pointing hardware","ck-input-devices-and-pointing-hardware-29b27c37","64e96ac6-e489-4713-a383-bcf98a77d8e1","Q.13 Which of the following is the primary use of a stylus input device?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2023","1","14","14","CK-2023-Q014","Computer Fundamentals and Evolution","Generations of computers and hardware evolution","ck-generations-of-computers-and-hardware-evolution-c0d1c6dd","0c686c66-d842-4cca-9b2a-e12e441816d8","Q.14 What technological advancement addressed the issues that were associated with vacuum tubes?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2023","1","15","15","CK-2023-Q015","Computer Fundamentals and Evolution","Emerging computing paradigms","ck-emerging-computing-paradigms-7430a4af","f82bd3e3-e9a9-418c-bbf6-92a735d25aad","Q.15 Which of these options employs qubits in its operation?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2023","1","16","16","CK-2023-Q016","Hardware, Peripherals and Storage","Printers, printing metrics and display hardware","ck-printers-printing-metrics-and-display-hardware-67bde690","6b81e5e0-26f2-40ed-9248-d369a225d7cb","Q. 16 What type of printer is typically employed in office settings for the purpose of producing high volumes of documen"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2023","1","17","17","CK-2023-Q017","Hardware, Peripherals and Storage","Input devices and pointing hardware","ck-input-devices-and-pointing-hardware-29b27c37","0b8a597c-f4c5-47f4-91f6-99927725f2c5","Q. 17 The action of dragging two fingers across the touchpad of the laptop is used for?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2023","1","18","18","CK-2023-Q018","Computer Fundamentals and Evolution","Pioneers and landmarks in computing history","ck-pioneers-and-landmarks-in-computing-history-7da86b59","7825c9d1-8330-4a66-b439-d992d86af69f","Q. 18- Who is credited with pioneering the first electronic computer?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2023","1","19","19","CK-2023-Q019","Hardware, Peripherals and Storage","Storage media, capacity and compression","ck-storage-media-capacity-and-compression-6859be60","296ce26e-130f-42f8-91c7-7aa0723d205a","Q. 19 What is the full form of CD-R?"
"Computer Knowledge","0f2ac69b-bd39-422e-bb0d-a81ac4ad3057","NABARD-P1-COMPUTER-KNOWLEDGE-2023","1","20","20","CK-2023-Q020","Operating Systems and File Management","Windows shortcuts and desktop navigation","ck-windows-shortcuts-and-desktop-navigation-030741a2","5ba59b15-d9a4-48d1-ab9a-6c2d2bcb8d41","Q. 20 What keyboard shortcut can be used to switch between windows while using a virtual desktop?"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2021","1","91","1","DM-2021-Q091","Group Decision Making and Communication","Structured group decision-making techniques","dm-structured-group-decision-making-techniques-3008c348","25c8f0b8-2b78-41a7-a6c6-d9949a5ae6af","Q.91) Which is a structured method of group decision making which allows a rich generation of original ideas, behavioura"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2021","1","92","2","DM-2021-Q092","Decision Models and Rationality","Steps in the decision-making process","dm-steps-in-the-decision-making-process-0df42d5e","f7a60389-cb45-4399-91fd-26da877b90ff","Q.92) With a view to improve the process and outcomes of future decisions decision makers generally assess both outcome "
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2021","1","93","3","DM-2021-Q093","Decision Models and Rationality","Types of decisions and decision levels","dm-types-of-decisions-and-decision-levels-89e1bfd5","68e91ccd-30c7-46b2-988c-50e1004e871d","Q.93) Managers sometimes make decisions based on skills, knowledge & training. Such decisions are known as-"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2021","1","94","4","DM-2021-Q094","Decision Styles, Leadership and Organisational Context","Individual and organisational factors affecting decisions","dm-individual-and-organisational-factors-affecting-decisions-8af4dac7","830d54b1-ff66-4478-8fcd-d0c1c1ab401d","Q.94) Which of the following is an individual level factor that can affect process of decision making in an organisation"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2021","1","95","5","DM-2021-Q095","Analytical Tools and Techniques","Root cause analysis and problem-solving tools","dm-root-cause-analysis-and-problem-solving-tools-a1ae3806","d4341137-3e2c-43c3-9e6c-da77260521fe","Q.95) Method of determining the root cause of the problem uses Boolean logic to determine cause of the problem in any un"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2021","1","96","6","DM-2021-Q096","Cognitive Biases and Barriers to Decision Making","Selective perception and similarity bias","dm-selective-perception-and-similarity-bias-e03616b7","45f16e64-902c-49f1-a40f-159ea27010b1","Q.96) When a decision making wrongly comprises of two situations because of perceived similarity or evaluates an event w"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2021","1","97","7","DM-2021-Q097","Decision Styles, Leadership and Organisational Context","Decision theories from allied disciplines","dm-decision-theories-from-allied-disciplines-2f9e04a5","c63125f3-8d46-4f43-9589-307b813e31db","Q.97) Which decision making theory was put forward, based on how the game of chess is played, and an individual’s relati"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2021","1","98","8","DM-2021-Q098","Group Decision Making and Communication","Structured group decision-making techniques","dm-structured-group-decision-making-techniques-3008c348","745c6157-6af5-4b24-ad89-646ff0aab432","Q.98) Decision making technique useful in motivating participation in group decisions and which encourages all members t"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2021","1","99","9","DM-2021-Q099","Cognitive Biases and Barriers to Decision Making","Overconfidence and status-quo bias","dm-overconfidence-and-status-quo-bias-05d95d99","46ae4d81-6d34-4006-83df-9582cffbf205","Q.99) Tendency to maintain things as they are even when that may be significantly less than the optimal is termed as -"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2021","1","100","10","DM-2021-Q100","Decision Styles, Leadership and Organisational Context","Decision-making styles and leadership approaches","dm-decision-making-styles-and-leadership-approaches-b2d84bc0","db04248a-f2fe-48fc-92e2-f60791eb04a4","Q.100) Leadership style where leader uses knowledge and past experience to reach a decision without seeking information "
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2022-EVENING","1","91","1","DM-2022-Q091","Group Decision Making and Communication","Structured group decision-making techniques","dm-structured-group-decision-making-techniques-3008c348","d7eca68b-b716-4945-a686-ba42874d548f","Q.91) Which of the following techniques of decision making involves a process for arriving at an evaluation of decisions"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2022-EVENING","1","92","2","DM-2022-Q092","Decision Models and Rationality","Types of decisions and decision levels","dm-types-of-decisions-and-decision-levels-89e1bfd5","d3b9b48a-a6e2-409b-b929-f3020df1976e","Q.92) Which type of a decision would it be when an employee in a company is working out a schedule to ensure that all th"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2022-EVENING","1","93","3","DM-2022-Q093","Cognitive Biases and Barriers to Decision Making","Anchoring, framing and presentation effects","dm-anchoring-framing-and-presentation-effects-f98cb084","cc6eb947-cfe9-4e9b-80dc-3e7b1a72f1ce","Q.93) What type of bias relies too heavily on one piece of information in making a final decision?"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2022-EVENING","1","94","4","DM-2022-Q094","Decision Models and Rationality","Bounded rationality and limits on information processing","dm-bounded-rationality-and-limits-on-information-processing-5f6bbc58","49f8db6f-2da4-4a54-826f-a341e55a1c69","Q.94) A manager's freedom to make totally rational decisions is restricted by internal and external environmental factor"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2022-EVENING","1","95","5","DM-2022-Q095","Decision Models and Rationality","Rational decision-making model and its assumptions","dm-rational-decision-making-model-and-its-assumptions-4e7de69b","f168e2fb-3b58-49d1-b0aa-c8a5af1bcbab","Q.95) A decision is said to be rational when it is based on _______."
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2022-EVENING","1","96","6","DM-2022-Q096","Cognitive Biases and Barriers to Decision Making","Anchoring, framing and presentation effects","dm-anchoring-framing-and-presentation-effects-f98cb084","4f458072-cd52-4c7c-944f-15db74c56947","Q.96) The propensity of a decision maker to be influenced by the manner in which the information is presented to him/her"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2022-EVENING","1","97","7","DM-2022-Q097","Group Decision Making and Communication","Structured group decision-making techniques","dm-structured-group-decision-making-techniques-3008c348","852d9950-a47a-40dd-9bee-fa6c38dae2dd","Q.97) Discussing a problem face to face with open mind by a group of selected persons is known as _________"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2022-EVENING","1","98","8","DM-2022-Q098","Decision Models and Rationality","Bounded rationality and limits on information processing","dm-bounded-rationality-and-limits-on-information-processing-5f6bbc58","9591217a-658c-4eab-9354-17bf67ad0008","Q.98) __________ emerges when decision makers have limits on their ability to assimilate large amounts of information."
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2022-EVENING","1","99","9","DM-2022-Q099","Decision Styles, Leadership and Organisational Context","Decision theories from allied disciplines","dm-decision-theories-from-allied-disciplines-2f9e04a5","362ba5a5-1297-400c-9289-07225f41ce84","Q.99) Prospect theory of decision making is given by ________."
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2022-EVENING","1","100","10","DM-2022-Q100","Decision Models and Rationality","Steps in the decision-making process","dm-steps-in-the-decision-making-process-0df42d5e","52317b9b-bb75-4ba5-8f53-c53eecb5149f","Q.100)Manish is going on a vacation and needs to book a hotel. He shortlists 3 hotels and is now comparing them on the b"
"Decision Making","1f91467a-69bd-4515-b125-d60c4e7ca4a0","NABARD-P1-DECISION-MAKING-2022-MORNING","1","91","1","DM-2022-Q091","Analytical Tools and Techniques","Quantitative methods and analytics in decision making","dm-quantitative-methods-and-analytics-in-decision-making-701a2eb5","007103b8-8269-48d1-a596-3daef769573c","Q.91) Which of the following is a quantitative method of decision making?"
